partner_id,partner_name,name,address,lat,lon,head,id
5274,Parking Panda,64th West End Park LLC,285 W 64th St,40.7751193,-73.9890256,331.81,NIqglRs5XPDKDB2YjoOorg
4896,Parking Panda,Soho Village Parking LLC,156 Crosby St,40.7254076,-73.9956847,306.32,01xYu16vbe0xzhSK74dwFA
5099,Parking Panda,101 West End Parking LLC,309 W 64th St,40.7751678,-73.9891357,4.48,T1DACeEM7LWX9sDDd0UBTQ
5093,Parking Panda,100 Riverside Parking LLC,415 W 64th St,40.7754147,-73.9897272,30.59,9arhKtF0nSx2RVX8gZ0CgA
5326,Parking Panda,80 Riverside Parking LLC,416 W 64th St,40.7754623,-73.9898418,175.07,V9L1lIj9-I6HQTvYYpsuwQ
5390,Parking Panda,Greenwich Street Parking LLC,120 King St,40.7281682,-74.0086979,149.01,IROkVudlAQL58kosnp8WIA
5146,Parking Panda,165 W 66th St Park LLC,165 W 66th St,40.7744878,-73.9836383,29,YGR2EagVhVqHCXE2R6vDGQ
5034,Parking Panda,Capital Parking LLC,166 E 63rd St,40.764301,-73.9653504,245.04,54ajtA1qRVS3AlzFV4fBgw
5187,Parking Panda,Comfort Parking LLC,303 Elizabeth St,40.7250856,-73.9932112,312.89,Nssczw9VX7WQ4ss50BB08g
5333,Parking Panda,King 67 LLC,201 W 66th St,40.7750757,-73.985022,344.72,DiVNiuZetl72Jnr42XqonQ
5281,Parking Panda,Uptown Parking LLC,205 E 63rd St,40.7638658,-73.9642787,52.95,VycA5b_WHjddA1In2dj8mA
5192,Parking Panda,Custom Parking LLC,186 E 64th St,40.7648971,-73.9648022,174.94,mN1vVnjLramaJ7aokZpQXw
4892,Parking Panda,Omni Parking LLC,179 W 68th St,40.7759066,-73.9831542,26.54,qQiYzdQI6S3urKa24XmqxA
5321,Parking Panda,Bristol 65 Parking LLC,210 E 65th St,40.7649863,-73.9630755,182,Qj8pwGwKoGeal5QxsL1QKQ
5285,Parking Panda,Varick Street Parking LLC,118 Varick St,40.7250209,-74.0057565,149.01,1WZy3A-6R3xQnQ0CU3CJNg
5203,Parking Panda,Eastside 65th Parking LLC,279 E 65th St,40.7645421,-73.9620128,20.31,R73XcDBvpi_HwaBM910l0g
2120,Parking Panda,200 West End Avenue,200 West End Avenue,40.7783638,-73.9851498,165.72,18WMZCaGUQzzZL8lFyHaRw
2934,Parking Panda,405 E 63rd St,405 E 63rd St,40.7617619,-73.9592914,19.66,o3A8JGxOBaL_J3yUFaBuwA
2935,Parking Panda,220 E 67th St,220 E 67th St,40.7660751,-73.961796,224.34,Q34eDAM1TpijjVC8CzrOLg
3578,Parking Panda,4705 Center Blvd,4705 Center Blvd,40.7456657,-73.9556053,258.05,YLdmjSZF4KFIg7VW2RnxFQ
1193,Parking Panda,360 E 65th St,360 E 65th St,40.7635926,-73.9597692,160.94,sHwtszygnYpaamInWOhUKw
4887,Parking Panda,Highrise Parking LLC,210 W 71st St,40.7782062,-73.9827861,219.66,j6-Z8UMQsrnNJOuCkptJDg
5877,Parking Panda,265 Garage,250 E 67th St,40.7657763,-73.9610979,226.02,NfKS1LBzcHWBqcS7lzS7hw
4905,Parking Panda,220 Riverside Parking LLC,415 W 70th St,40.7792509,-73.9872793,358.92,_ugiBnfBKrdc8crQTLssBA
3406,Parking Panda,15 W 72nd St,15 W 72nd St,40.7765795,-73.9768144,34.66,uyDVdu5_e4h_6yzLfGRWag
2248,Parking Panda,395 Broome Street,395 Broome Street,40.7206139,-73.9971175,236.15,FKDp1cE_5vgMq2o3eBd6Xw
5223,Parking Panda,240 Riverside Parking LLC,415 W 71st St,40.7800212,-73.9870912,63.96,Qtcj2V7yhGhdWI6nsMuXJQ
1167,Parking Panda,6 Wooster Street,6 Wooster Street,40.7213288,-74.0035425,165.36,hcKIIDr9spQRPfL9Q3jRSw
5308,Parking Panda,Laight Street Parking LLC,92 Laight St,40.7222597,-74.0111614,329.84,bnXi-htzigqYNbCgmsiZ0Q
5389,Parking Panda,Granite Parking LLC,312 E 70th St,40.7671609,-73.9585444,169.9,tf2lTQFIVYwrRvvtSFCLZg
2985,Parking Panda,16 Hubert St,16 Hubert St,40.7214456,-74.0095638,52.24,mTKj2mWer8hvKUJAcQFM3A
2242,Parking Panda,Icehouse Garage,30 Ericsson Pl,40.7205296,-74.0076478,163.34,IvrBBhJuGlpk3LmDs3rXQw
3404,Parking Panda,35 E 75th St,35 E 75th St,40.7735325,-73.963542,26.61,xhZqxsZ5jmUQuNaRK5bGUw
5368,Parking Panda,Independent Parking LLC,417 E 71st St,40.7666906,-73.9554831,343.86,YvsNRRb9pODPKbF1CIxGJg
5340,Parking Panda,Integrity Parking LLC,318 E 73rd St,40.7690149,-73.9567336,244.58,fi7CJErMxynU9MVufXe4bw
5089,Parking Panda,Patriot E Parking LLC,376 Greenwich St,40.719784,-74.0102069,277.03,8zDKSAVgyrop62kBkiHPTw
5086,Parking Panda,Patriot D Parking LLC,370 Greenwich St,40.719784,-74.0102069,268.11,8zDKSAVgyrop62kBkiHPTw
5083,Parking Panda,Patriot C Parking LLC,40 Harrison St,40.7189172,-74.0112761,5.06,79vsq7joedTM11p42fgmgw
5151,Parking Panda,Equity Parking LLC,245 E 75th St,40.7708693,-73.9572111,348.13,v8SEo1bRxB_59qu4-w8O9Q
4906,Parking Panda,Patriot B Parking LLC,35 Harrison St,40.7189344,-74.0114167,146.99,bpY0K2l72xfd1r-voFipTg
4344,Parking Panda,254 W 79th St,254 W 79th St,40.7842066,-73.980806,168.06,4jYfF5KHdPz__A-6PkQa2A
2576,Parking Panda,401 East 74th Street,401 East 74th Street,40.7688601,-73.9544237,51.3,2AgjUxRuxodrbd2_mNPjOQ
4886,Parking Panda,East River 72nd Garage LLC,515 E 72nd St,40.7666425,-73.9532479,23.33,dZ1hRwB4qMvBqyKxAi-p0w
5109,Parking Panda,Century Parking LLC,330 E 75th St,40.7699562,-73.9550698,33.17,uXNt_TolIRWebJcsnLJbew
5082,Parking Panda,Patriot A Parking LLC,328 Greenwich St,40.7178976,-74.0105435,279.27,gcAO_WwJtuNOjL5bdjTV5w
5362,Parking Panda,95 Worth Parking LLC,95 Worth St,40.7160738,-74.0040946,359.77,C-U9bQfMrkJas-e5nLON8g
3442,Parking Panda,The Empire,188 E 78th St,40.7738387,-73.9583563,173.04,Mkv-3Dv_hncHM9vE4rIy8g
4610,Parking Panda,300 E 77th St,300 E 77th St,40.7718356,-73.9555651,208.84,8m8CDK9kZYZrvO_bo90XKQ
5876,Parking Panda,One East Garage,573 E 73rd St,40.7668322,-73.951585,176.34,X00bO3xwvjhNC36g6DgoIg
2253,Parking Panda,24 Columbia Street,24 Columbia Street,40.7158778,-73.9808122,151.91,-h6iurQxT5HcZzHKk4jbqg
5054,Parking Panda,79th St. Parking LLC,90 E 80th St,40.7765566,-73.9605637,182.42,7OlqPUg5Eq7rLDTC_yXdDQ
5273,Parking Panda,Ultra Park LLC,274 W 81st St,40.7854258,-73.9796346,204.32,Iu2nOHz3veFBnDduNKiYcw
5394,Parking Panda,Greenlux Parking LLC,300 N End Ave,40.7168807,-74.0140436,194.98,64vXyn41Kp60nZhw7b51aA
1630,Parking Panda,56 Warren Street,56 Warren Street,40.7150221,-74.009847,228.25,CM-BT7GqctW-46-AqyMRJw
4933,Parking Panda,79th Street,431 E 78th St,40.771027,-73.9516736,49.78,8QftfEli_-16HIyRjN7kBA
5213,Parking Panda,Reliant Parking LLC,225 W 83rd St,40.7860656,-73.9772106,13.94,rutvTGe0g013t7Aq6Qh5EQ
5251,Parking Panda,Statue Parking LLC,20 River Terrace,40.7162429,-74.0162885,64.19,U_1Ddc7i0xG-zS-bP8tKkQ
5301,Parking Panda,Little Liberty 1 LLC,211 N End Ave,40.7160532,-74.015863,65.79,UfWj-B2jvAACuonjE-Ewcw
4883,Parking Panda,Church Street Parking LLC,54 Murray St,40.7141696,-74.0096559,258.18,zj_IVS7D5JL8Ljie66p83g
5306,Parking Panda,Liberty View Parking LLC,2 River Terrace,40.7159969,-74.0157415,188.89,8C79s5jmWrUi0ucKR88smQ
5371,Parking Panda,Alert Parking LLC,30 E 85th St,40.7803798,-73.9598054,208.84,LuJP8kg3i48I81JqbEtzeg
5257,Parking Panda,Superior Parking LLC,515 E 79th St,40.7706898,-73.9487688,29.09,9cNdgDEgwLOku6mMZWIwqA
5342,Parking Panda,Barclay Street Parking LLC,21 Barclay St,40.7123439,-74.0088456,21.86,959k2c2McAIOF7G0NC4fTQ
5376,Parking Panda,Active Parking LLC,260 W 87th St,40.7893283,-73.9768146,222.69,NexRL3SOfwqy0AF4H4-PIg
5101,Parking Panda,1056 5th Ave Park LLC,10 E 87th St,40.7820054,-73.9594007,242.97,4ivkTXDtY05KOcIi3L538g
4932,Parking Panda,Pier 42,Pier 42 East River Bikeway,40.7104934,-73.9844944,94.61,MIbhhXUYj0OUpOX0nelMNg
3405,Parking Panda,55 E 87th St,55 E 87th St,40.7811219,-73.9573289,45.58,8OGWFe6yGivxGvMVEUCnbA
2519,Parking Panda,57 Ann St,57 Ann St,40.7102132,-74.0065809,71.99,eiU_CME5LQaD4Fb_-IXc_g
2577,Parking Panda,162 North 12th Street,162 North 12th Street,40.7208948,-73.9552474,249.45,CinXJEQM12ycsErFIYT4tQ
5240,Parking Panda,Seaport B Parking LLC,70 Gold St,40.7099935,-74.0044419,126.31,UAwxl5LTaqHhuT4qlM3SkQ
3407,Parking Panda,600 Columbus Ave,600 Columbus Ave,40.7885551,-73.9710727,347.09,HAa6egyAmH6ocvZkMO3UqQ
5324,Parking Panda,West 89th Street Parking LLC,205 W 89th St,40.7898748,-73.9742154,358.42,t__29iNyL3C-hpPD5_5teA
2937,Parking Panda,Bedford Avenue Garage,101 Bedford Ave,40.7197151,-73.954804,67.53,tCleiG_-nVDbUeo5TwVdOQ
5236,Parking Panda,Seaport A Parking LLC,299 Pearl St,40.7085002,-74.0028982,306.27,EQtvDuDwuLe07oJPU5Bhnw
3443,Parking Panda,40 E 89th St,40 E 89th St,40.7825875,-73.9568922,243.56,ClWz14kJ8p39PhSyRyNDnA
5069,Parking Panda,Newbury Operating LLC,250 E 87th St,40.7787493,-73.9517327,230.3,8HMLKL85F37c1y-qdEUXLQ
2922,Parking Panda,85 E End Ave,85 E End Ave,40.7727257,-73.9455856,72.66,Jv0k5CAX9-qFWQ5RQzt6lg
5055,Parking Panda,Claridge 87 Parking LLC,206 E 88th St,40.78,-73.9527266,172.65,3YArRxaNQtefWl-C8Bn5Xg
5360,Parking Panda,Amsterdam Garage LLC,175 W 90th St,40.7900037,-73.9725778,38.89,11hBB-z1-OvFFsQZjMwwUw
4095,Parking Panda,24 Peck Slip,24 Peck Slip,40.708351,-74.0020405,268.55,T0zYNz59dytK5yWu_w0eiQ
5110,Parking Panda,Cliff Parking LLC,11 Cliff St,40.7080595,-74.0056274,348.04,3JAhoyQQj8y67lN6bPwZJg
5092,Parking Panda,Pearl Parking LLC,243 Pearl St,40.7075515,-74.0050177,275.34,Tncdtlc-zJBHKnBpbUIspQ
5374,Parking Panda,Albany Street Parking LLC,25 Albany St,40.7097561,-74.0144781,80.72,X3Hj0KIbEtu2EpNBuoYmmA
2928,Parking Panda,South Street Seaport,105 S St,40.7070286,-74.0017618,270.39,fslAN2vkH9KwcXSb6nPfxA
5095,Parking Panda,Platt Parking LLC,15 Platt St,40.7075978,-74.0064726,86.36,1o4EhY07t6tKzP7LsiRkRw
5356,Parking Panda,93rd Street Parking LLC,100 W 93rd St,40.7912454,-73.9696764,217.51,FxWXr0rBnxpSywKRFfx0_w
5105,Parking Panda,Carlisle Parking LLC,30 Carlisle St,40.7093188,-74.0145883,152.9,e_FJRVeri_GHfNNhXJzZLg
5593,Parking Panda,Whitney 90 Parking LLC,200 E 90th St,40.7809271,-73.9510259,19.97,-11fjtFspLozKtnzkyob7w
5875,Parking Panda,Rivers Bend Garage,1668 York Ave,40.7769894,-73.9463297,93.19,OerJN-V8sttdjwzyLC2I0Q
5036,Parking Panda,Mansion 88 Parking LLC,536 E 88th St,40.7764812,-73.9443876,205.89,7P6iQ7kkoYJ0JykQ_C71ZA
5165,Parking Panda,1725 Parking LLC,475 E 89th St,40.7780213,-73.9461044,353.74,0Z_QAG6_YR3-Zy-eIF_TFw
5207,Parking Panda,Rector West Parking LLC,237 W Thames St,40.7082543,-74.0169557,27.63,3DBl8tBEqTJgz54wRouUzA
5078,Parking Panda,Park Well LLC,167 W 95th St,40.7931012,-73.9701879,343.52,MjAJJsu-v0FuDXLMREyo1Q
5139,Parking Panda,Convenient Parking LLC,215 W 95th St,40.7937509,-73.9717207,26.3,OejfQV33Hdnzpm0QI6rsUQ
5154,Parking Panda,Gallant Parking LLC,182 E 95th St,40.7846778,-73.9502064,242.93,xUOTASsDwvNCwSneseMW0Q
5142,Parking Panda,Discover 97 Parking LLC,750 Columbus Ave,40.7938364,-73.9677074,245.12,WM_o7gqUvTbCkMqcre-YKg
5289,Parking Panda,Wall Park 45 LLC,39 Exchange Pl,40.7051042,-74.0104681,333.62,fBNf6-fYa6BupL1x6VB6_A
5337,Parking Panda,Kensington Enterprises LLC,50 W 97th St,40.7927136,-73.9650202,222.65,Iw8iVZAMhnYFFMzrfwh7vg
5329,Parking Panda,Beaver Street Parking,51 Beaver St,40.7051042,-74.0104681,341.73,fBNf6-fYa6BupL1x6VB6_A
3648,Parking Panda,303 W 96th St,303 W 96th St,40.7954607,-73.9736746,345.47,Kw2zRo45jTKkoZfx6wrEhA
4897,Parking Panda,South William Street Parking LLC,26 S William St,40.7044454,-74.0108708,35.54,5gndWumMO_cRxbrrkU89eg
5209,Parking Panda,215 E 95th Parking LLC,215 E 95th St,40.7839243,-73.9483981,24.59,SwG4lC7mzT5LDsPF_3bHOg
5384,Parking Panda,Hanover Parking LLC,82 Pearl St,40.7041183,-74.0100768,190.92,afCjSao8Y5pUGcQ17gGBQQ
5585,Parking Panda,55 Water Street,72 Old Slip,40.7034904,-74.0083088,207.99,4WTiBlNbKRUVgq3wKEZpOA
4463,Parking Panda,11 W 100th St,11 W 100th St,40.7944986,-73.9635575,68.32,de0EZFkcVHRimLg55IY-mA
3413,Parking Panda,204 W 102nd St,204 W 102nd St,40.7981284,-73.968181,205.97,m-9i2dd8sY9DsgJMD5JrcA
3412,Parking Panda,205 W 101st St,205 W 101st St,40.7974487,-73.9685173,9.97,amV6VIYVBOtcmAekw-PiIw
2612,Parking Panda,235 Gold Street,235 Gold Street,40.6971303,-73.9831434,54.69,NrcGDSeIHgMpZqxhTl7wlQ
5145,Parking Panda,East 105th St Parking LLC,156 E 105th St,40.7913774,-73.9462994,206.02,5oDqwEw9dJf7etx1DzPYyQ
5047,Parking Panda,Merit Parking LLC,12-14 E 107th St,40.7944466,-73.9493741,224.47,EP5b_voyQEfpHYKNVe9VCg
5061,Parking Panda,Montague Parking LLC,180 Montague St,40.6941561,-73.9919392,219.02,6z95o-D3lckuuiVLcjX8Rw
490,Parking Panda,35-04 31st Ave,35-04 31st Ave,40.7625321,-73.9205325,112.3,Q0eu0S_AB5Q1GacPUPVcEA
5261,Parking Panda,Supreme 85 Parking LLC,85 Livingston St,40.6914307,-73.9908584,17.27,LxilrIG_Fny1fEijU2C7oQ
5300,Parking Panda,Livingston St. Parking LLC,111 Livingston St,40.6912526,-73.9902198,0.71,Yvf-qUE-_O5oX-yt6Ry0CQ
3964,Parking Panda,352 Hicks St,352 Hicks St,40.6905499,-73.9980794,343.01,D6BfAO0RGvJvugVVL7amwA
4158,Parking Panda,185 Pacific St,185 Pacific St,40.6891595,-73.9931315,345.85,8DyG9oVCyYab-SRtP722gQ
1823,Parking Panda,180 Ashland Place,180 Ashland Place,40.689546,-73.9785815,217.44,bO9OUsjU4VB-6w3wixKbYA
1497,Parking Panda,950 Kent Avenue,950 Kent Avenue,40.6920048,-73.9588761,234.8,lV4n9owI7fjc5qxngngXxw
3410,Parking Panda,480 Riverside Dr,480 Riverside Dr,40.8110704,-73.9633287,343.14,H1OLB3Lwxe7dhKK8KwBJsA
1171,Parking Panda,Magic Parking,225 Saint Nicholas Avenue,40.8080826,-73.9529387,237.67,zlHIB5efGAtqA2NANHLbdA
2246,Parking Panda,403 Lafayette Avenue,403 Lafayette Avenue,40.689012,-73.9589171,150.03,UiQIAyI3Wndi6JpdQK5cdw
2137,Parking Panda,160 West 124th Street,160 West 124th Street,40.8080869,-73.9483271,161.76,Mq9apLQnZRMZzpumDW6tbQ
2247,Parking Panda,410 Lafayette Avenue,410 Lafayette Avenue,40.6889419,-73.9594915,82.5,-8K1GVRzgbIxTKKrx7Jcjg
2572,Parking Panda,300 West 135th Street,300 West 135th Street,40.8168881,-73.9474564,177.59,RjPFSixPSzxDd37BpP5DnA
3841,Parking Panda,Landmark Garage,267 6th St,40.671955,-73.9867791,348.87,Ku9xY7f_FiMfac7BjUZfGQ
4744,Parking Panda,W 155 Operating LLC.,400 W 155th St,40.8302628,-73.9402524,282.5,AeqwDYTfHYjVsjqhCA1uvA
3800,Parking Panda,256 Utica Ave,256 Utica Ave,40.6697632,-73.9315767,323.05,3JyqXM93t0JYkDISyXKIcg
2566,Parking Panda,380 East 162nd Street,380 East 162nd Street,40.8249333,-73.9139139,222.94,HTA7rc2pxaJ3hZH-aoIgmA
1719,Parking Panda,HILL PARKING LOT,130 E 165th St,40.8312311,-73.9212943,197.45,v9tSLb5u0m2ajg_QJWCnew
2984,Parking Panda,1185 River Ave,1185 River Ave,40.8351892,-73.9216077,248.82,GtY66bLW4NY5-jLMSDppFA
2117,Parking Panda,1295 Jerome Ave,1295 Jerome Ave,40.837962,-73.9195843,316.83,wu_sZaN_XYC24MH5KJXV7w
3986,Parking Panda,962 Aldus St,962 Aldus St,40.8231214,-73.8909757,133.43,X1bGYwN3No48PsA1WL64Yw
2119,Parking Panda,506 West 181st Street,506 West 181st Street,40.8485584,-73.931744,176.18,kwQxnxycQwJLUfjwGs4QTA
5225,Parking Panda,Royal 89 Parking LLC,210 E 89th St,40.6487944,-73.9168644,76.19,LWBVg62GQjf7LbCVsA8rDg
3843,Parking Panda,One Fulton Square,133-59 Roosevelt Ave,40.7588814,-73.8321065,279.24,pfF3li5a_XQfQ8As7Cc3iA
2565,Parking Panda,210 Sherman Avenue,210 Sherman Avenue,40.8656512,-73.9205143,337.68,R9X6ZtXayLZc6uUQk7KYbA
2573,Parking Panda,125-10 Queens Boulevard,125-10 Queens Boulevard,40.7118038,-73.825946,320.42,j_sHC3POEPmrvKP7eNyVaA
2227,Parking Panda,1 Fordham Plaza,1 Fordham Plaza,40.8597489,-73.8904234,358.35,QVdopGlk6nzWFPwGLS-buw
2116,Parking Panda,2846 Webster Avenue,2846 Webster Avenue,40.8665365,-73.884809,95.77,Abdq_7QXkqJQyxm6x_r3SA
3837,Parking Panda,Moda Garage,89-14 Parsons Blvd,40.705241,-73.8013612,230.7,p5PANQ5UQeQz6ANEHxvjmw
700,Parking Panda,490 Clove Rd,490 Clove Rd,40.6285889,-74.1223887,231.44,9sxrHg0LKUqQnkwWSj0OkA
3237,Parking Panda,SmartPark JFK,123-10 S Conduit Ave,40.664687,-73.8184961,114.47,srfjHBeTSl4bpMxOjJ3jaQ
3840,Parking Panda,Jamaica Center,113-34 160th St,40.6886824,-73.7880448,24.14,o0FYHZUjhLJndnQFKH4BdQ
4648,Parking Panda,3 Barker,3 Barker Ave,41.0347994,-73.7697083,122.52,2v2vdsqvX5T04g-spQ0_tw
